Seq#,ID#,Florence,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Related Purchase
3056,25321,0,1,123,8,5,22,0,0,0,2,0,0,0,0,0,0,0
3057,25329,0,1,326,2,10,48,1,0,4,1,1,0,3,0,2,1,6
3058,25330,0,1,175,2,5,30,0,0,0,0,0,0,2,0,0,0,2
3059,25334,1,1,135,4,2,12,0,0,0,0,0,0,0,0,0,0,0
3060,25335,1,0,79,6,4,24,0,1,1,0,0,0,0,0,0,0,0
3061,25344,0,1,195,10,3,22,1,0,0,0,1,0,2,0,0,0,2
3062,25350,0,1,93,20,1,20,0,1,0,0,0,0,0,0,0,0,0
3063,25352,0,1,395,14,10,70,1,2,3,1,1,0,0,2,2,0,4
3064,25368,0,1,98,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3065,25370,0,0,137,12,2,14,1,0,0,0,0,0,0,0,0,0,0
3066,25375,0,1,269,10,1,10,0,0,0,0,0,0,1,0,0,0,1
3067,25378,0,1,296,10,5,38,1,0,0,1,0,0,0,0,0,0,0
3068,25380,0,0,308,14,1,14,0,0,0,0,1,0,1,1,0,0,2
3069,25405,0,1,403,22,8,54,0,0,4,1,1,0,0,0,0,0,0
3070,25423,0,1,143,2,2,4,0,0,0,0,0,0,0,0,0,0,0
3071,25424,0,1,235,8,1,8,0,0,0,0,0,0,0,2,0,0,2
3072,25427,0,0,295,2,7,44,1,0,1,0,1,0,2,0,1,0,3
3073,25440,0,1,300,8,1,8,0,0,0,0,0,0,0,2,0,0,2
3074,25443,0,1,203,14,4,32,1,0,2,1,0,0,0,1,0,0,1
3075,25447,0,1,333,18,11,62,0,1,4,2,3,2,1,0,0,0,3
3076,25454,0,1,129,10,2,14,0,1,0,0,0,2,0,0,0,0,2
3077,25459,0,0,271,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3078,25469,0,0,97,12,2,16,0,0,1,0,0,0,0,0,0,0,0
3079,25474,0,1,298,2,2,8,0,0,0,0,0,0,2,0,0,0,2
3080,25482,0,1,379,10,7,34,0,0,1,0,1,2,3,0,1,0,6
3081,25491,0,1,149,22,2,24,0,0,1,0,1,0,1,0,0,0,1
3082,25495,0,1,292,2,2,6,0,0,0,0,0,1,0,0,0,0,1
3083,25498,0,1,265,16,5,36,1,2,1,1,0,0,0,0,0,1,1
3084,25499,0,0,270,2,2,6,0,0,0,0,0,0,0,0,0,0,0
3085,25502,0,0,442,26,12,88,1,1,3,3,1,0,1,0,0,1,2
3086,25503,0,0,232,12,6,46,2,0,1,1,0,0,2,1,0,0,3
3087,25511,0,0,49,2,2,10,0,0,0,0,0,0,0,0,0,0,0
3088,25517,0,1,243,2,2,10,0,0,0,0,0,0,0,0,0,0,0
3089,25522,0,1,234,30,1,30,1,0,0,0,0,1,0,1,0,0,2
3090,25526,0,1,188,8,2,10,0,0,0,0,0,0,0,0,0,0,0
3091,25535,0,1,202,8,8,34,3,1,2,1,0,1,2,0,0,0,3
3092,25542,0,0,95,34,2,38,1,0,0,0,0,0,1,0,0,0,1
3093,25564,0,1,308,8,7,46,1,1,1,1,0,0,0,0,0,0,0
3094,25565,0,1,342,8,11,64,1,0,2,4,0,0,1,0,0,0,1
3095,25566,0,1,290,14,9,46,2,1,3,0,1,0,0,0,1,0,1
3096,25579,1,0,216,12,1,12,0,0,0,0,0,0,1,0,0,0,1
3097,25580,0,1,205,6,7,46,0,1,2,0,0,3,1,0,0,0,4
3098,25590,0,1,114,28,1,28,0,0,1,0,0,3,0,0,0,0,3
3099,25600,0,1,85,24,4,46,0,0,0,0,0,0,0,0,0,0,0
3100,25604,0,1,315,22,2,28,0,1,0,1,0,0,2,2,0,0,4
3101,25606,0,0,314,8,2,10,0,0,0,0,0,0,0,0,0,0,0
3102,25608,0,1,88,8,2,12,0,0,0,0,0,0,0,0,0,0,0
3103,25614,0,1,360,12,8,60,1,0,4,1,0,1,0,1,0,0,2
3104,25627,0,0,262,26,1,26,0,0,0,0,0,0,0,0,0,0,0
3105,25632,0,1,257,12,2,14,0,0,0,0,0,0,0,1,0,0,1
3106,25661,0,1,216,8,2,14,1,0,0,0,0,0,1,0,0,0,1
3107,25664,0,1,209,34,10,92,4,0,3,0,1,0,1,0,0,0,1
3108,25674,0,0,275,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3109,25680,0,1,79,16,5,44,2,1,1,0,1,0,0,1,0,0,1
3110,25688,0,0,275,24,3,34,1,0,0,0,1,0,0,0,0,0,0
3111,25693,0,0,119,16,1,16,0,0,0,1,0,0,0,0,0,0,0
3112,25698,0,1,175,14,1,14,0,0,1,0,0,0,2,0,0,0,2
3113,25721,0,1,32,8,2,10,0,0,0,0,0,0,0,0,0,0,0
3114,25724,0,1,218,16,3,30,1,1,1,0,0,0,0,0,0,0,0
3115,25733,0,0,74,30,1,30,0,1,0,0,0,2,0,0,0,0,2
3116,25734,0,0,146,10,1,10,0,0,0,0,0,2,0,2,0,0,4
3117,25735,0,1,398,2,7,20,1,0,1,0,0,1,0,0,0,0,1
3118,25740,0,0,31,14,1,14,1,0,0,0,0,2,0,0,0,0,2
3119,25751,0,1,167,4,1,4,0,0,0,0,0,0,0,0,0,0,0
3120,25752,0,1,479,18,12,78,0,0,4,2,2,0,1,0,0,0,1
3121,25755,0,1,58,6,2,8,0,0,0,0,0,0,0,0,0,0,0
3122,25777,0,0,217,12,2,16,0,0,1,0,0,0,0,0,0,0,0
3123,25778,0,1,295,16,1,16,0,0,0,0,0,0,2,0,0,0,2
3124,25785,0,1,233,12,2,18,0,0,0,0,0,0,0,0,0,0,0
3125,25789,0,0,312,10,1,10,0,0,0,0,0,0,1,0,0,0,1
3126,25821,0,1,210,8,2,10,0,0,0,0,0,0,1,0,0,0,1
3127,25823,0,1,85,18,1,18,0,0,0,0,0,0,0,0,0,0,0
3128,25824,0,1,45,18,1,18,0,0,0,0,0,1,0,0,0,0,1
3129,25828,1,1,267,14,2,22,2,0,0,0,0,0,0,0,0,0,0
3130,25834,0,0,138,16,2,24,0,0,0,1,0,0,0,0,0,0,0
3131,25857,0,1,431,14,11,70,1,3,4,1,0,0,3,0,0,0,3
3132,25875,0,1,145,12,2,16,0,0,0,0,1,1,0,0,0,0,1
3133,25881,1,0,186,8,8,38,2,1,1,1,0,0,2,0,0,0,2
3134,25897,1,1,212,14,4,22,2,0,0,2,0,2,0,0,0,1,3
3135,25898,0,1,30,4,1,4,0,0,0,0,0,0,0,0,0,0,0
3136,25904,0,0,100,8,1,8,0,0,0,0,0,1,0,0,0,0,1
3137,25911,0,1,392,8,9,46,3,1,2,1,0,0,0,0,0,0,0
3138,25917,0,1,215,2,2,8,0,0,0,0,0,0,0,0,0,0,0
3139,25919,0,1,127,14,2,22,2,0,0,0,0,0,0,0,0,1,1
3140,25923,0,0,162,12,10,34,2,0,1,2,1,0,0,0,1,0,1
3141,25930,0,1,223,2,5,12,0,0,0,0,0,1,0,0,0,0,1
3142,25935,0,0,100,16,6,48,0,1,1,0,1,0,0,1,0,0,1
3143,25940,0,1,71,36,1,36,0,0,0,0,0,0,0,0,0,0,0
3144,25942,0,1,49,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3145,25947,0,1,260,14,2,20,1,0,1,0,0,0,0,0,0,0,0
3146,25948,0,0,58,10,1,10,0,0,0,0,0,2,0,0,0,0,2
3147,25952,0,1,282,8,2,16,0,1,0,0,0,0,1,0,0,0,1
3148,25972,0,1,139,28,2,30,1,1,0,0,0,0,0,0,0,0,0
3149,25979,0,1,130,30,1,30,0,0,0,0,0,0,1,0,0,0,1
3150,25980,0,1,145,12,4,24,2,0,1,0,0,0,0,0,0,0,0
3151,25997,0,1,188,12,1,12,0,0,0,0,0,1,0,0,0,0,1
3152,25999,0,1,116,28,1,28,1,0,0,0,0,0,0,0,0,0,0
3153,26015,0,1,208,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3154,26033,0,1,221,6,1,6,0,0,0,0,0,0,0,1,0,0,1
3155,26038,0,0,332,4,7,18,1,0,1,0,0,0,0,0,0,0,0
3156,26049,0,1,107,16,1,16,0,0,0,1,0,1,0,0,0,0,1
3157,26051,0,1,161,4,2,10,0,0,0,0,0,0,0,0,0,0,0
3158,26052,0,1,418,8,9,62,2,0,2,4,0,0,1,3,0,0,4
3159,26058,0,0,347,10,6,40,0,1,1,0,0,0,0,0,0,0,0
3160,26059,0,1,427,20,10,54,5,0,2,0,0,0,3,0,1,0,4
3161,26063,0,0,89,16,3,28,0,0,1,1,0,0,0,0,0,0,0
3162,26068,0,0,19,16,1,16,1,0,0,0,0,0,0,0,0,0,0
3163,26072,0,1,119,14,2,22,1,0,0,0,0,0,0,1,0,1,2
3164,26081,0,0,133,12,5,38,0,1,2,1,0,0,0,0,0,0,0
3165,26084,0,1,114,6,7,36,2,0,3,1,0,1,0,1,0,0,2
3166,26094,0,1,308,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3167,26096,0,1,144,4,1,4,0,0,0,0,0,0,1,0,0,0,1
3168,26101,0,1,173,14,11,66,6,0,1,0,0,0,0,1,0,0,1
3169,26105,0,0,298,16,2,18,0,1,0,1,0,0,2,0,0,0,2
3170,26120,0,1,125,16,2,20,0,0,2,0,0,0,0,0,0,0,0
3171,26154,0,0,62,12,2,20,0,1,0,0,0,0,0,0,0,0,0
3172,26162,0,0,170,2,2,10,0,0,0,0,0,0,0,0,0,0,0
3173,26167,0,0,382,8,12,42,3,1,0,0,1,0,1,3,0,0,4
3174,26169,0,1,95,20,1,20,0,0,0,0,0,0,1,0,0,0,1
3175,26200,0,1,210,4,11,38,0,1,2,2,2,0,1,0,0,0,1
3176,26203,0,1,315,26,2,30,0,0,0,1,1,0,2,0,0,0,2
3177,26204,0,1,199,4,9,42,1,1,2,3,0,0,0,0,0,0,0
3178,26207,0,1,249,4,7,20,1,0,1,0,0,2,1,0,0,0,3
3179,26208,0,0,116,10,2,18,0,0,0,0,0,0,0,0,0,0,0
3180,26215,0,1,302,16,3,34,1,0,2,0,0,2,1,0,0,0,3
3181,26219,0,0,307,24,2,30,2,0,0,0,0,1,0,0,0,0,1
3182,26221,0,1,185,12,9,50,1,0,2,0,1,0,2,0,0,1,3
3183,26227,0,0,195,28,1,28,1,0,0,0,0,0,2,0,0,0,2
3184,26228,0,1,87,32,2,36,0,0,0,0,1,0,0,0,0,0,0
3185,26242,1,1,97,28,1,28,0,0,0,0,1,0,0,0,0,0,0
3186,26250,1,1,275,4,11,40,1,0,3,0,1,0,0,0,0,0,0
3187,26255,0,1,385,22,11,70,2,1,3,1,1,0,0,0,0,0,0
3188,26259,0,1,173,16,3,24,2,0,0,1,0,0,0,0,0,0,0
3189,26260,1,1,74,18,1,18,1,0,0,0,0,2,0,0,0,0,2
3190,26266,0,0,242,10,11,62,0,0,3,1,3,1,0,0,0,0,1
3191,26267,1,0,83,6,5,32,1,1,0,1,0,1,1,0,0,0,2
3192,26271,0,1,84,8,2,14,0,0,0,0,0,3,0,0,0,0,3
3193,26272,0,1,205,2,1,2,0,0,0,0,0,0,1,0,0,0,1
3194,26274,0,1,138,10,8,54,2,1,1,0,2,0,0,0,0,0,0
3195,26288,0,0,399,36,7,74,0,0,2,1,1,0,0,0,0,0,0
3196,26290,0,1,158,8,3,24,0,1,0,0,1,0,0,0,0,0,0
3197,26295,0,1,155,32,7,74,3,0,4,0,0,0,0,0,0,0,0
3198,26344,0,1,127,16,2,18,0,0,0,0,0,0,0,0,0,0,0
3199,26347,0,0,209,12,8,34,1,0,2,0,1,0,1,1,0,0,2
3200,26348,0,0,100,24,1,24,0,0,0,0,0,0,0,0,0,0,0
3201,26362,0,1,157,8,2,12,0,0,0,0,0,0,0,0,0,0,0
3202,26374,0,1,328,8,2,14,0,0,0,0,1,0,2,0,0,0,2
3203,26378,0,1,444,8,11,36,3,0,1,2,0,0,1,0,0,0,1
3204,26389,0,1,298,10,1,10,0,0,0,0,0,1,2,0,0,0,3
3205,26418,0,1,78,8,3,20,0,0,1,0,0,1,0,0,0,0,1
3206,26422,0,1,327,16,2,22,0,0,0,2,0,1,1,1,0,1,4
3207,26430,0,1,219,28,2,34,0,0,0,2,0,1,0,0,0,0,1
3208,26460,0,1,232,30,1,30,1,0,0,0,0,0,0,0,0,0,0
3209,26468,0,1,187,8,10,30,1,1,1,1,0,0,1,0,1,0,2
3210,26475,0,1,156,30,10,56,1,0,4,2,1,1,0,0,1,1,3
3211,26479,0,0,374,20,6,46,1,2,1,0,1,0,3,0,0,0,3
3212,26482,0,0,350,4,5,24,1,0,0,0,0,0,0,0,0,0,0
3213,26484,1,1,49,4,1,4,0,0,0,0,0,0,0,0,0,0,0
3214,26492,0,0,101,2,2,8,0,0,0,0,0,0,0,0,0,0,0
3215,26493,0,1,274,30,2,38,1,0,0,0,1,0,1,0,0,0,1
3216,26499,0,1,93,10,4,26,0,0,0,0,0,0,0,0,0,0,0
3217,26500,0,1,303,22,2,28,0,1,0,0,0,1,0,0,0,0,1
3218,26506,0,1,206,36,3,52,0,0,1,1,0,0,1,0,0,0,1
3219,26516,0,1,39,8,2,10,0,0,0,0,0,1,0,1,0,0,2
3220,26520,0,1,227,6,9,40,2,0,2,0,0,1,0,0,0,0,1
3221,26522,0,1,169,28,1,28,0,1,0,0,0,1,0,0,0,0,1
3222,26528,0,1,99,12,2,18,0,0,0,1,0,0,0,0,0,0,0
3223,26530,0,1,208,14,6,26,0,1,1,0,3,0,0,0,0,0,0
3224,26547,0,1,142,4,2,8,0,0,0,0,0,0,4,0,0,0,4
3225,26557,0,0,128,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3226,26571,0,1,163,28,1,28,0,0,1,0,0,0,3,0,0,0,3
3227,26572,0,0,237,16,1,16,0,0,0,0,0,0,0,0,0,0,0
3228,26587,0,1,210,16,2,20,0,0,2,0,0,0,1,0,0,0,1
3229,26590,0,1,191,16,9,50,3,1,0,0,0,1,1,0,0,0,2
3230,26592,0,1,294,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3231,26622,0,1,290,16,1,16,0,0,1,0,0,0,0,0,0,0,0
3232,26623,0,1,92,14,2,18,0,1,1,0,0,1,0,0,0,0,1
3233,26628,0,1,300,10,2,16,0,0,1,0,0,1,0,0,0,0,1
3234,26633,0,0,335,24,3,30,1,0,0,1,1,0,1,0,0,0,1
3235,26636,0,1,169,16,1,16,1,0,0,0,0,0,0,0,0,0,0
3236,26648,0,0,308,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3237,26664,0,0,71,2,2,6,0,0,0,0,0,0,0,0,0,0,0
3238,26672,0,1,265,10,2,16,0,0,0,0,1,1,0,0,0,0,1
3239,26674,0,1,235,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3240,26677,0,0,229,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3241,26678,0,1,252,10,8,42,0,0,2,1,1,0,0,0,0,0,0
3242,26685,0,0,124,16,2,20,0,0,2,0,0,0,0,0,0,0,0
3243,26690,0,1,158,6,3,24,1,0,0,0,0,0,0,0,0,0,0
3244,26696,0,0,312,24,12,92,2,0,1,2,3,0,1,0,1,0,2
3245,26701,0,1,125,14,2,20,0,0,1,1,0,0,0,0,0,0,0
3246,26717,1,1,126,12,6,42,0,0,1,2,1,0,0,0,0,0,0
3247,26722,0,1,288,2,6,30,0,0,2,0,0,0,0,0,0,0,0
3248,26734,0,1,287,2,2,8,0,0,0,0,0,0,0,0,0,0,0
3249,26749,0,0,160,14,2,22,1,0,0,1,0,0,1,0,0,0,1
3250,26751,0,0,138,16,1,16,0,1,0,0,0,0,0,0,0,0,0
3251,26762,0,1,68,14,2,20,0,0,0,1,1,0,0,0,0,0,0
3252,26775,0,1,134,10,2,12,0,0,0,0,0,0,0,0,0,0,0
3253,26777,0,0,178,28,2,32,1,0,1,0,0,0,0,1,0,1,2
3254,26782,0,0,257,4,11,30,0,2,2,0,1,0,0,0,0,0,0
3255,26787,0,1,102,12,6,36,1,1,3,0,0,0,0,0,0,0,0
3256,26789,0,0,46,28,1,28,0,0,1,0,0,1,0,1,0,0,2
3257,26807,0,1,260,16,2,20,2,0,0,0,0,1,0,0,0,0,1
3258,26834,0,1,353,16,11,52,2,0,2,3,1,0,1,1,0,0,2
3259,26840,0,1,279,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3260,26842,0,1,320,16,11,56,5,0,2,0,1,0,0,1,0,1,2
3261,26847,0,0,148,2,1,2,0,0,0,0,0,1,0,0,0,0,1
3262,26855,0,0,201,22,10,76,1,1,1,2,0,1,0,0,0,0,1
3263,26860,0,1,102,36,1,36,0,0,0,0,0,0,0,0,0,0,0
3264,26861,0,1,52,4,2,6,0,0,0,0,0,0,0,0,0,0,0
3265,26897,0,1,139,10,2,18,1,0,0,0,0,0,0,0,0,0,0
3266,26905,0,1,270,4,11,68,1,0,2,1,0,0,0,0,0,0,0
3267,26906,0,1,364,30,10,84,2,4,3,1,0,0,0,0,0,0,0
3268,26910,0,1,139,32,3,42,1,0,1,0,1,0,0,0,0,0,0
3269,26942,0,1,89,4,5,16,0,1,0,0,0,0,0,0,0,0,0
3270,26944,0,1,256,14,2,20,0,0,0,0,0,0,0,0,0,0,0
3271,26975,0,1,408,6,8,40,1,1,1,0,0,0,1,0,0,0,1
3272,26980,0,1,190,8,2,16,1,0,0,0,0,0,0,0,0,0,0
3273,26982,0,1,260,26,2,32,0,0,1,0,0,0,0,0,0,0,0
3274,26990,0,0,77,6,2,12,0,0,0,0,0,0,0,0,0,0,0
3275,27004,0,0,78,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3276,27009,0,0,154,34,2,40,2,0,0,0,0,0,3,1,0,0,4
3277,27010,0,1,141,16,3,24,1,0,2,0,0,0,0,0,0,0,0
3278,27018,0,1,277,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3279,27021,0,0,293,12,2,16,1,0,0,0,0,1,1,0,0,0,2
3280,27043,0,1,191,4,1,4,0,0,0,0,0,0,1,0,0,0,1
3281,27059,0,0,121,36,4,48,1,0,0,2,0,1,0,0,0,0,1
3282,27065,0,1,193,16,2,20,1,0,1,0,0,0,0,0,0,0,0
3283,27081,0,0,75,36,5,64,1,0,2,0,0,0,1,0,0,0,1
3284,27086,0,0,309,36,1,36,0,0,0,1,0,0,1,0,0,0,1
3285,27101,0,0,180,22,9,42,4,1,1,0,2,0,0,0,0,0,0
3286,27106,0,1,106,12,2,14,1,0,0,0,0,0,0,0,0,0,0
3287,27112,0,1,286,10,2,14,1,0,0,0,0,0,2,0,0,0,2
3288,27115,0,1,125,4,1,4,0,0,0,0,0,1,0,0,0,0,1
3289,27129,0,1,371,10,10,34,1,2,1,1,1,0,0,0,0,0,0
3290,27135,0,1,54,4,2,10,0,0,0,0,0,0,0,0,0,0,0
3291,27150,0,0,36,16,1,16,1,0,0,0,0,0,0,0,0,0,0
3292,27154,0,1,146,16,7,36,2,0,1,2,1,0,0,0,0,0,0
3293,27158,0,1,162,2,8,36,1,1,2,0,0,0,1,0,0,0,1
3294,27161,0,1,109,28,1,28,0,0,1,0,0,0,0,1,0,0,1
3295,27174,0,0,147,4,1,4,0,0,0,0,0,0,1,0,0,0,1
3296,27190,0,1,167,14,3,24,0,1,1,0,0,0,0,0,0,0,0
3297,27207,0,1,109,14,1,14,0,0,0,0,0,0,0,0,0,0,0
3298,27213,1,1,128,12,1,12,0,0,0,0,0,1,0,0,0,0,1
3299,27225,0,1,170,14,10,50,2,0,2,2,1,0,0,0,0,0,0
3300,27254,1,0,235,16,1,16,0,0,0,1,0,0,1,0,0,0,1
3301,27257,0,1,450,2,12,32,3,1,1,0,1,0,1,0,1,0,2
3302,27261,0,0,90,14,4,32,0,0,2,1,0,0,0,0,0,0,0
3303,27263,0,0,132,10,1,10,0,0,0,0,0,0,1,0,0,0,1
3304,27269,0,1,257,30,1,30,1,0,0,0,0,0,0,0,0,0,0
3305,27271,0,0,216,16,2,22,1,0,0,0,1,0,0,0,0,0,0
3306,27273,1,1,170,34,2,40,0,0,0,1,0,0,0,0,0,0,0
3307,27274,0,0,240,4,2,6,0,0,0,0,0,1,0,0,0,0,1
3308,27278,0,1,280,34,10,84,0,0,2,1,3,1,1,0,0,0,2
3309,27284,0,1,138,16,1,16,0,0,0,1,0,1,0,0,0,0,1
3310,27289,0,1,348,14,10,60,1,0,4,3,0,2,0,0,0,1,3
3311,27298,1,1,288,10,11,48,3,1,1,1,1,2,0,0,0,0,2
3312,27302,0,0,288,28,2,34,0,0,0,1,0,0,0,1,0,0,1
3313,27307,0,1,387,8,7,26,0,2,3,0,0,0,2,0,0,0,2
3314,27310,0,1,357,8,12,72,2,0,3,1,0,0,1,1,1,1,4
3315,27311,0,1,118,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3316,27316,0,1,258,14,1,14,0,0,1,0,0,0,2,0,0,0,2
3317,27338,0,0,156,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3318,27341,0,0,225,16,1,16,0,0,1,0,0,3,0,0,0,0,3
3319,27359,0,0,57,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3320,27377,0,0,281,6,2,14,1,0,0,0,0,0,0,0,0,0,0
3321,27385,0,0,149,14,1,14,0,0,0,0,1,0,1,0,0,0,1
3322,27386,0,0,238,30,10,82,1,1,4,1,0,0,0,0,0,0,0
3323,27388,0,1,58,12,1,12,0,0,0,0,0,0,0,2,0,0,2
3324,27401,0,1,61,10,2,14,0,0,0,0,1,0,1,0,0,0,1
3325,27405,0,1,132,10,2,16,0,1,0,0,0,0,1,0,0,0,1
3326,27406,0,1,355,16,5,32,0,1,2,1,1,0,1,0,0,0,1
3327,27408,0,1,109,16,2,18,0,0,1,0,1,0,0,0,0,0,0
3328,27409,0,1,66,20,1,20,0,0,0,0,0,0,0,0,0,0,0
3329,27424,0,1,282,26,1,26,0,0,0,1,0,0,1,0,0,0,1
3330,27429,0,0,259,12,1,12,0,0,0,0,0,0,0,0,0,0,0
3331,27450,0,1,293,6,12,32,1,1,1,0,2,0,1,0,0,0,1
3332,27452,0,1,241,14,2,20,0,0,1,0,1,0,0,0,0,0,0
3333,27477,0,0,442,14,10,60,6,0,1,2,0,0,1,0,0,1,2
3334,27491,1,0,235,4,2,10,0,0,0,0,0,0,1,0,0,0,1
3335,27500,0,1,300,10,2,14,0,0,0,0,0,0,0,0,0,0,0
3336,27511,0,1,277,14,10,72,2,0,5,1,1,0,0,0,0,1,1
3337,27518,0,0,290,18,6,48,2,1,2,0,0,0,0,0,0,0,0
3338,27520,0,0,217,14,2,16,1,0,1,0,0,1,0,0,0,0,1
3339,27530,0,1,230,10,6,34,0,1,2,0,0,0,1,0,0,0,1
3340,27546,0,1,86,16,2,22,1,0,0,0,0,0,0,0,0,0,0
3341,27555,0,0,395,34,10,56,4,0,1,0,1,0,0,0,0,0,0
3342,27574,0,1,167,6,2,10,0,0,0,0,0,0,0,0,0,0,0
3343,27588,0,1,80,10,2,16,0,0,0,1,0,0,0,0,0,0,0
3344,27593,0,1,299,12,7,28,0,0,1,2,1,0,0,0,0,0,0
3345,27603,0,1,227,14,2,18,0,0,0,1,0,0,0,0,0,0,0
3346,27608,0,0,46,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3347,27616,0,1,371,16,6,48,3,0,2,0,0,0,1,0,0,0,1
3348,27621,0,0,285,4,7,18,1,0,0,1,1,0,0,0,0,0,0
3349,27631,0,0,87,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3350,27632,0,1,110,12,2,14,0,0,1,0,0,1,0,0,0,0,1
3351,27651,0,0,71,16,1,16,0,0,1,0,0,0,0,0,0,0,0
3352,27654,0,1,64,18,3,34,1,0,2,0,0,0,0,0,0,0,0
3353,27677,0,0,87,10,2,18,1,0,0,0,0,0,0,0,0,0,0
3354,27706,0,1,254,12,2,18,0,0,1,0,0,0,0,0,0,0,0
3355,27708,0,1,283,28,5,56,2,0,2,0,1,0,1,0,0,0,1
3356,27712,0,1,141,4,1,4,0,0,0,0,0,0,0,0,0,0,0
3357,27736,0,0,235,22,2,24,0,1,0,0,0,0,1,0,0,0,1
3358,27748,0,1,180,6,1,6,0,0,0,0,0,0,0,1,0,0,1
3359,27750,0,0,199,18,1,18,0,0,0,0,1,0,0,0,0,0,0
3360,27751,0,1,309,6,1,6,0,0,0,0,0,0,0,1,0,0,1
3361,27764,0,0,97,16,2,22,0,0,2,0,0,0,0,0,0,0,0
3362,27766,1,1,181,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3363,27768,1,1,100,14,1,14,0,0,0,0,0,0,0,0,0,0,0
3364,27776,0,1,87,6,2,12,0,0,0,0,0,0,0,0,0,0,0
3365,27790,0,0,334,8,7,24,3,0,1,1,0,0,0,0,0,0,0
3366,27814,0,1,252,4,2,6,0,0,0,0,0,0,0,0,0,0,0
3367,27822,0,1,278,8,1,8,0,0,0,0,0,0,1,0,0,0,1
3368,27831,0,1,39,10,2,18,0,0,0,1,0,0,0,0,0,0,0
3369,27832,0,0,26,4,1,4,0,0,0,0,0,1,0,0,0,0,1
3370,27853,0,1,88,14,1,14,0,0,1,0,0,0,0,1,0,0,1
3371,27857,0,1,61,6,2,8,0,0,0,0,0,0,1,0,0,0,1
3372,27865,0,1,242,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3373,27867,0,1,73,20,1,20,0,0,0,0,0,0,0,0,0,0,0
3374,27871,0,0,101,8,4,22,0,1,1,0,1,1,0,0,0,0,1
3375,27879,0,1,342,22,5,46,0,1,1,2,0,0,1,0,0,2,3
3376,27883,0,1,324,20,2,22,1,0,0,0,0,0,0,0,0,0,0
3377,27886,0,1,267,16,9,64,1,1,2,2,1,1,1,0,0,0,2
3378,27905,0,1,231,6,1,6,0,0,0,0,0,0,0,0,0,0,0
3379,27924,0,0,202,10,4,26,0,1,0,0,0,0,0,0,0,0,0
3380,27941,0,1,233,8,1,8,0,0,0,0,0,0,0,0,0,0,0
3381,27943,0,0,174,16,9,60,3,1,1,3,0,0,0,0,0,1,1
3382,27945,0,1,126,16,1,16,0,0,0,0,1,2,0,0,0,0,2
3383,27967,0,1,309,8,1,8,0,0,0,0,0,2,0,0,0,0,2
3384,27968,0,1,54,18,2,22,0,0,1,0,0,0,0,0,0,0,0
3385,27985,0,1,178,16,2,24,0,0,1,0,0,0,0,0,0,0,0
3386,28011,0,1,239,10,11,58,1,1,0,2,1,0,2,0,0,0,2
3387,28027,0,0,117,12,2,18,0,0,1,0,0,0,1,0,0,0,1
3388,28029,0,1,314,28,1,28,0,0,0,0,1,0,0,0,0,0,0
3389,28035,0,1,334,16,12,78,2,0,1,2,0,0,0,0,0,0,0
3390,28038,0,0,151,28,2,34,0,0,1,1,0,0,0,0,0,0,0
3391,28049,0,0,171,6,11,64,3,1,2,1,0,0,0,0,0,0,0
3392,28061,0,1,309,24,1,24,0,0,0,0,0,0,0,0,0,0,0
3393,28063,0,1,103,34,2,36,1,1,0,0,0,0,0,0,0,0,0
3394,28067,0,1,155,4,4,24,0,0,1,0,0,0,0,0,0,0,0
3395,28084,1,1,167,10,1,10,0,0,0,0,0,0,0,0,0,0,0
3396,28092,0,0,304,8,6,28,1,1,2,0,0,0,3,0,0,0,3
3397,28095,0,1,246,16,12,58,4,0,1,1,2,0,0,0,0,0,0
3398,28113,0,1,190,2,1,2,0,0,0,0,0,0,0,0,0,0,0
3399,28118,0,1,273,14,2,16,2,0,0,0,0,0,0,0,0,0,0
3400,28133,0,1,258,18,8,56,2,1,2,1,2,0,2,0,0,0,2
3401,28136,0,0,100,14,2,18,0,0,1,0,0,0,0,0,0,0,0
3402,28139,0,1,422,12,11,46,2,1,3,0,1,0,2,0,0,0,2
